year,month,carrier,carrier_name,airport,airport_name,year,month,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,violated_rule
2016,12,VX,Virgin America,ONT,"Ontario, CA: Ontario International",2016,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,11,OO,SkyWest Airlines Inc.,ENV,"Wendover, UT: Wendover Airport",2016,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,11,EV,ExpressJet Airlines Inc.,MIA,"Miami, FL: Miami International",2016,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,10,DL,Delta Air Lines Inc.,BGR,"Bangor, ME: Bangor International",2016,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,10,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",2016,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,10,OO,SkyWest Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",2016,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,9,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",2016,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,9,EV,ExpressJet Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2016,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,9,OO,SkyWest Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",2016,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,8,EV,ExpressJet Airlines Inc.,ISN,"Williston, ND: Sloulin Field International",2016,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,8,EV,ExpressJet Airlines Inc.,EFD,"Houston, TX: Ellington",2016,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,7,OO,SkyWest Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",2016,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,7,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",2016,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,6,OO,SkyWest Airlines Inc.,GCK,"Garden City, KS: Garden City Regional",2016,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,5,EV,ExpressJet Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2016,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,5,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",2016,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,5,OO,SkyWest Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",2016,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,5,OO,SkyWest Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",2016,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2016,3,DL,Delta Air Lines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",2016,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,12,OO,SkyWest Airlines Inc.,JNU,"Juneau, AK: Juneau International",2015,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,12,OO,SkyWest Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",2015,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,11,DL,Delta Air Lines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",2015,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,11,DL,Delta Air Lines Inc.,DLH,"Duluth, MN: Duluth International",2015,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,9,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",2015,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,9,DL,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",2015,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,5,VX,Virgin America,TUL,"Tulsa, OK: Tulsa International",2015,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,3,DL,Delta Air Lines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",2015,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,3,EV,ExpressJet Airlines Inc.,BGR,"Bangor, ME: Bangor International",2015,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,3,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2015,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,3,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",2015,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2015,1,EV,ExpressJet Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2015,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,12,DL,Delta Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",2014,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,12,EV,ExpressJet Airlines Inc.,MCN,"Macon, GA: Middle Georgia Regional",2014,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,12,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",2014,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,12,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,12,UA,United Air Lines Inc.,BNA,"Nashville, TN: Nashville International",2014,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,11,FL,AirTran Airways Corporation,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",2014,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,11,DL,Delta Air Lines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",2014,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,11,EV,ExpressJet Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",2014,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,10,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",2014,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,10,F9,Frontier Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",2014,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,10,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",2014,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,7,EV,ExpressJet Airlines Inc.,PUB,"Pueblo, CO: Pueblo Memorial",2014,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,6,EV,ExpressJet Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",2014,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,5,EV,ExpressJet Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",2014,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,5,EV,ExpressJet Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,4,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",2014,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,4,F9,Frontier Airlines Inc.,LAN,"Lansing, MI: Capital Region International",2014,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,4,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",2014,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,4,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",2014,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,4,UA,United Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",2014,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,3,DL,Delta Air Lines Inc.,MOT,"Minot, ND: Minot International",2014,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2014,1,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",2014,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,12,EV,ExpressJet Airlines Inc.,RKS,"Rock Springs, WY: Southwest Wyoming Regional",2013,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,11,EV,ExpressJet Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",2013,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,11,OO,SkyWest Airlines Inc.,TPA,"Tampa, FL: Tampa International",2013,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,11,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",2013,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,10,EV,ExpressJet Airlines Inc.,HOU,"Houston, TX: William P Hobby",2013,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,10,OO,SkyWest Airlines Inc.,LSE,"La Crosse, WI: La Crosse Regional",2013,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,9,F9,Frontier Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",2013,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,9,YV,Mesa Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",2013,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,8,MQ,American Eagle Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2013,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,7,F9,Frontier Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",2013,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,7,OO,SkyWest Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",2013,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,6,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",2013,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,6,EV,ExpressJet Airlines Inc.,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",2013,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,5,EV,ExpressJet Airlines Inc.,MOT,"Minot, ND: Minot International",2013,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,5,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",2013,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,4,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",2013,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,4,F9,Frontier Airlines Inc.,MCN,"Macon, GA: Middle Georgia Regional",2013,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,1,9E,Pinnacle Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",2013,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,1,EV,ExpressJet Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",2013,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2013,1,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",2013,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,12,EV,ExpressJet Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2012,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,12,EV,ExpressJet Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",2012,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,12,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2012,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,12,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",2012,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,12,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2012,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,12,US,US Airways Inc.,ELP,"El Paso, TX: El Paso International",2012,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,10,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",2012,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,10,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2012,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,9,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2012,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,9,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",2012,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,8,EV,ExpressJet Airlines Inc.,LWB,"Lewisburg, WV: Greenbrier Valley",2012,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,8,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",2012,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,7,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",2012,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,7,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",2012,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,6,OO,SkyWest Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",2012,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,6,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",2012,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,5,EV,ExpressJet Airlines Inc.,BGR,"Bangor, ME: Bangor International",2012,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,5,OO,SkyWest Airlines Inc.,SBN,"South Bend, IN: South Bend International",2012,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,5,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",2012,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,4,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",2012,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2012,1,YV,Mesa Airlines Inc.,SBN,"South Bend, IN: South Bend International",2012,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,10,DL,Delta Air Lines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",2011,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,9,OO,SkyWest Airlines Inc.,ROW,"Roswell, NM: Roswell International Air Center",2011,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,8,CO,Continental Air Lines Inc.,ELP,"El Paso, TX: El Paso International",2011,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,7,EV,Atlantic Southeast Airlines,LNK,"Lincoln, NE: Lincoln Airport",2011,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,7,EV,Atlantic Southeast Airlines,RIC,"Richmond, VA: Richmond International",2011,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,7,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",2011,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,6,OO,SkyWest Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",2011,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,6,US,US Airways Inc.,IAD,"Washington, DC: Washington Dulles International",2011,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,5,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",2011,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,5,EV,Atlantic Southeast Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,4,CO,Continental Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",2011,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,4,XE,ExpressJet Airlines Inc.,SPI,"Springfield, IL: Abraham Lincoln Capital",2011,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2011,3,B6,JetBlue Airways,ORF,"Norfolk, VA: Norfolk International",2011,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,12,B6,JetBlue Airways,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",2010,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,11,9E,Pinnacle Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",2010,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,11,OH,Comair Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",2010,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,11,OH,Comair Inc.,SAT,"San Antonio, TX: San Antonio International",2010,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,10,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",2010,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,10,OH,Comair Inc.,CAK,"Akron, OH: Akron-Canton Regional",2010,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,7,9E,Pinnacle Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",2010,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,7,9E,Pinnacle Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",2010,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,7,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",2010,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,6,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",2010,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,5,OH,Comair Inc.,CAE,"Columbia, SC: Columbia Metropolitan",2010,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,3,9E,Pinnacle Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",2010,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,3,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",2010,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2010,1,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",2010,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,12,EV,Atlantic Southeast Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",2009,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,12,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",2009,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,12,YV,Mesa Airlines Inc.,RKS,"Rock Springs, WY: Southwest Wyoming Regional",2009,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,11,EV,Atlantic Southeast Airlines,BTV,"Burlington, VT: Burlington International",2009,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,11,OH,Comair Inc.,FNT,"Flint, MI: Bishop International",2009,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,11,OO,SkyWest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",2009,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,11,OO,SkyWest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",2009,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,11,YV,Mesa Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",2009,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,10,EV,Atlantic Southeast Airlines,MKE,"Milwaukee, WI: General Mitchell International",2009,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,10,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",2009,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,10,NW,Northwest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",2009,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,10,OO,SkyWest Airlines Inc.,FNT,"Flint, MI: Bishop International",2009,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,10,OO,SkyWest Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",2009,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,9E,Pinnacle Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,9E,Pinnacle Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,9E,Pinnacle Airlines Inc.,HPN,"White Plains, NY: Westchester County",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,EV,Atlantic Southeast Airlines,EWR,"Newark, NJ: Newark Liberty International",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,EV,Atlantic Southeast Airlines,PWM,"Portland, ME: Portland International Jetport",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,NW,Northwest Airlines Inc.,DLH,"Duluth, MN: Duluth International",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,NW,Northwest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,NW,Northwest Airlines Inc.,MSO,"Missoula, MT: Missoula International",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,9,NW,Northwest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",2009,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,9E,Pinnacle Airlines Inc.,HLN,"Helena, MT: Helena Regional",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,9E,Pinnacle Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,9E,Pinnacle Airlines Inc.,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,9E,Pinnacle Airlines Inc.,TOL,"Toledo, OH: Toledo Express",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,9E,Pinnacle Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,NW,Northwest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,OO,SkyWest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,7,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",2009,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,6,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",2009,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,6,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",2009,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,6,OH,Comair Inc.,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",2009,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,6,OH,Comair Inc.,PVD,"Providence, RI: Theodore Francis Green State",2009,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,5,OH,Comair Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",2009,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,5,OH,Comair Inc.,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",2009,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,5,OH,Comair Inc.,MDT,"Harrisburg, PA: Harrisburg International",2009,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,5,OH,Comair Inc.,OKC,"Oklahoma City, OK: Will Rogers World",2009,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,4,EV,Atlantic Southeast Airlines,JAX,"Jacksonville, FL: Jacksonville International",2009,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,4,OH,Comair Inc.,HOU,"Houston, TX: William P Hobby",2009,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,1,EV,Atlantic Southeast Airlines,CMH,"Columbus, OH: John Glenn Columbus International",2009,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,1,EV,Atlantic Southeast Airlines,HOU,"Houston, TX: William P Hobby",2009,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2009,1,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",2009,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,11,EV,Atlantic Southeast Airlines,PWM,"Portland, ME: Portland International Jetport",2008,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,11,NW,Northwest Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",2008,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,11,OH,Comair Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",2008,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,11,OH,Comair Inc.,ROC,"Rochester, NY: Greater Rochester International",2008,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,11,US,US Airways Inc.,SAT,"San Antonio, TX: San Antonio International",2008,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,10,9E,Pinnacle Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",2008,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,10,CO,Continental Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",2008,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,10,EV,Atlantic Southeast Airlines,EWR,"Newark, NJ: Newark Liberty International",2008,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2008,10,EV,Atlantic Southeast Airlines,TPA,"Tampa, FL: Tampa International",2008,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
