year,month,carrier,carrier_name,airport,airport_name,year,month,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,violated_rule
2020,10,OO,SkyWest Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,OO,SkyWest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,OO,SkyWest Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,OO,SkyWest Airlines Inc.,SPI,"Springfield, IL: Abraham Lincoln Capital",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,OO,SkyWest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,YV,Mesa Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,YV,Mesa Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,YV,Mesa Airlines Inc.,TPA,"Tampa, FL: Tampa International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,ZW,Air Wisconsin Airlines Corp,FAR,"Fargo, ND: Hector International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,ZW,Air Wisconsin Airlines Corp,LNK,"Lincoln, NE: Lincoln Airport",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,10,ZW,Air Wisconsin Airlines Corp,MBS,"Saginaw/Bay City/Midland, MI: MBS International",2020,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,9,EV,ExpressJet Airlines LLC,AMA,"Amarillo, TX: Rick Husband Amarillo International",2020,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,9,UA,United Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",2020,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,8,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2020,8,1842.0,127.0,52.19,6.54,37.79,1.0,28.48,6.0,1.0,7690.0,4059.0,269.0,1203.0,21.0,1629.0,cause_delays_sum_mismatch
2020,8,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",2020,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,7,AS,Alaska Airlines Network,TUS,"Tucson, AZ: Tucson International",2020,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,7,OO,SkyWest Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",2020,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,7,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",2020,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,7,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",2020,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,7,YV,Mesa Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",2020,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,6,YV,Mesa Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",2020,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,6,YV,Mesa Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",2020,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,6,YV,Mesa Airlines Inc.,MLI,"Moline, IL: Quad City International",2020,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,6,YV,Mesa Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",2020,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,5,DL,Delta Air Lines Network,AVL,"Asheville, NC: Asheville Regional",2020,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,5,DL,Delta Air Lines Network,LEX,"Lexington, KY: Blue Grass",2020,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,5,EV,ExpressJet Airlines LLC,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2020,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,5,EV,ExpressJet Airlines LLC,PVD,"Providence, RI: Theodore Francis Green State",2020,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,5,EV,ExpressJet Airlines LLC,PWM,"Portland, ME: Portland International Jetport",2020,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,5,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",2020,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,OO,SkyWest Airlines Inc.,SCK,"Stockton, CA: Stockton Metropolitan",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,UA,United Air Lines Network,DLH,"Duluth, MN: Duluth International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,UA,United Air Lines Network,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,YX,Republic Airline,HRL,"Harlingen/San Benito, TX: Valley International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,YX,Republic Airline,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,AVL,"Asheville, NC: Asheville Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,BUF,"Buffalo, NY: Buffalo Niagara International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,MHT,"Manchester, NH: Manchester-Boston Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,PVD,"Providence, RI: Theodore Francis Green State",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,ZW,Air Wisconsin Airlines Corp,SYR,"Syracuse, NY: Syracuse Hancock International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,AMA,"Amarillo, TX: Rick Husband Amarillo International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,COD,"Cody, WY: Yellowstone Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,CPR,"Casper, WY: Casper/Natrona County International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,DRO,"Durango, CO: Durango La Plata County",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,ELP,"El Paso, TX: El Paso International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,FCA,"Kalispell, MT: Glacier Park International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,FLG,"Flagstaff, AZ: Flagstaff Pulliam",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,HDN,"Hayden, CO: Yampa Valley",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,HLN,"Helena, MT: Helena Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,IDA,"Idaho Falls, ID: Idaho Falls Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,LNK,"Lincoln, NE: Lincoln Airport",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,MLI,"Moline, IL: Quad City International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,SAF,"Santa Fe, NM: Santa Fe Municipal",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,SCE,"State College, PA: University Park",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,SGF,"Springfield, MO: Springfield-Branson National",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,TUL,"Tulsa, OK: Tulsa International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,AX,Trans States Airlines,XWA,"Williston, ND: Williston Basin International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",MSN,"Madison, WI: Dane County Regional-Truax Field",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",RIC,"Richmond, VA: Richmond International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,C5,"Commutair Aka Champlain Enterprises, Inc.",STL,"St. Louis, MO: St Louis Lambert International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,CRW,"Charleston/Dunbar, WV: Yeager",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,GRB,"Green Bay, WI: Green Bay Austin Straubel International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,MHT,"Manchester, NH: Manchester-Boston Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,MOB,"Mobile, AL: Mobile Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas Regional",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,EV,ExpressJet Airlines LLC,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,EV,ExpressJet Airlines LLC,CHA,"Chattanooga, TN: Lovell Field",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,EV,ExpressJet Airlines LLC,OMA,"Omaha, NE: Eppley Airfield",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,G7,GoJet Airlines LLC d/b/a United Express,DSM,"Des Moines, IA: Des Moines International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,G7,GoJet Airlines LLC d/b/a United Express,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,4,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",2020,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,3,G7,GoJet Airlines LLC d/b/a United Express,TVC,"Traverse City, MI: Cherry Capital",2020,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,3,YV,Mesa Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",2020,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,3,EV,ExpressJet Airlines LLC,HPN,"White Plains, NY: Westchester County",2020,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,2,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",2020,2,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,1,EV,ExpressJet Airlines LLC,CRW,"Charleston/Dunbar, WV: Yeager",2020,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,1,OH,PSA Airlines Inc.,TOL,"Toledo, OH: Toledo Express",2020,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2020,1,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",2020,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,12,OO,SkyWest Airlines Inc.,MLB,"Melbourne, FL: Melbourne Orlando International",2019,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,10,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",2019,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,10,CP,Compass Airlines,MCI,"Kansas City, MO: Kansas City International",2019,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,10,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",2019,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,9,C5,"Commutair Aka Champlain Enterprises, Inc.",SCE,"State College, PA: University Park",2019,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,9,DL,Delta Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",2019,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,9,EV,ExpressJet Airlines LLC,AVL,"Asheville, NC: Asheville Regional",2019,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,9,EV,ExpressJet Airlines LLC,ERI,"Erie, PA: Erie International/Tom Ridge Field",2019,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,9,G7,GoJet Airlines LLC d/b/a United Express,EGE,"Eagle, CO: Eagle County Regional",2019,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,9,PT,Piedmont Airlines,CHA,"Chattanooga, TN: Lovell Field",2019,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,8,C5,"Commutair Aka Champlain Enterprises, Inc.",ILM,"Wilmington, NC: Wilmington International",2019,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,6,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",2019,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,6,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",2019,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,5,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",2019,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,5,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",2019,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,5,CP,Compass Airlines,STL,"St. Louis, MO: St Louis Lambert International",2019,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,5,G7,GoJet Airlines LLC d/b/a United Express,ORF,"Norfolk, VA: Norfolk International",2019,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,5,G7,GoJet Airlines LLC d/b/a United Express,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",2019,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,5,OO,SkyWest Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",2019,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,5,ZW,Air Wisconsin Airlines Corp,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",2019,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,4,YX,Republic Airline,HOU,"Houston, TX: William P Hobby",2019,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,4,ZW,Air Wisconsin Airlines Corp,CLE,"Cleveland, OH: Cleveland-Hopkins International",2019,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,4,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",2019,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,4,EV,ExpressJet Airlines LLC,LNK,"Lincoln, NE: Lincoln Airport",2019,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,3,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",2019,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,2,ZW,Air Wisconsin Airlines Corp,MEM,"Memphis, TN: Memphis International",2019,2,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,1,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",2019,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,1,UA,United Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",2019,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,1,YV,Mesa Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",2019,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2019,1,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",2019,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,12,EV,ExpressJet Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",2018,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,11,OH,PSA Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",2018,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,10,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",2018,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,10,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",2018,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,10,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",2018,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,10,G7,GoJet Airlines LLC d/b/a United Express,IAH,"Houston, TX: George Bush Intercontinental/Houston",2018,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,10,OO,SkyWest Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",2018,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,10,OO,SkyWest Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",2018,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,10,OO,SkyWest Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",2018,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,9,CP,Compass Airlines,IDA,"Idaho Falls, ID: Idaho Falls Regional",2018,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,9,G7,GoJet Airlines LLC d/b/a United Express,SAV,"Savannah, GA: Savannah/Hilton Head International",2018,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,9,OO,SkyWest Airlines Inc.,ABY,"Albany, GA: Southwest Georgia Regional",2018,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,8,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",2018,8,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,7,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",2018,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,7,G4,Allegiant Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",2018,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,6,EV,ExpressJet Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",2018,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,4,DL,Delta Air Lines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",2018,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,4,G7,GoJet Airlines LLC d/b/a United Express,GSO,"Greensboro/High Point, NC: Piedmont Triad International",2018,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,4,QX,Horizon Air,DTW,"Detroit, MI: Detroit Metro Wayne County",2018,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,4,QX,Horizon Air,HNL,"Honolulu, HI: Daniel K Inouye International",2018,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,3,9E,Endeavor Air Inc.,CAK,"Akron, OH: Akron-Canton Regional",2018,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,3,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",2018,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,3,9E,Endeavor Air Inc.,LNK,"Lincoln, NE: Lincoln Airport",2018,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,3,YV,Mesa Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",2018,3,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,2,9E,Endeavor Air Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",2018,2,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,1,EV,ExpressJet Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",2018,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,1,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",2018,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2018,1,YX,Republic Airline,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",2018,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,12,EV,ExpressJet Airlines Inc.,ABI,"Abilene, TX: Abilene Regional",2017,12,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,11,OO,SkyWest Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",2017,11,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,10,EV,ExpressJet Airlines Inc.,ALB,"Albany, NY: Albany International",2017,10,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,9,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",2017,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,9,OO,SkyWest Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",2017,9,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,8,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",2017,8,187.0,44.0,6.48,0.06,21.9,0.0,14.56,5.0,2.0,4044.0,682.0,6.0,1401.0,0.0,1761.0,cause_delays_sum_mismatch
2017,7,EV,ExpressJet Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",2017,7,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,6,EV,ExpressJet Airlines Inc.,GTR,"Columbus, MS: Golden Triangle Regional",2017,6,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,5,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",2017,5,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,4,DL,Delta Air Lines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",2017,4,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
2017,1,EV,ExpressJet Airlines Inc.,TKI,"Tokeen, AK: Tokeen Airport",2017,1,,,,,,,,,,,,,,,,cause_delays_sum_mismatch
